IDENTIFIER,TRAVEL_BEGIN_DT,TRAVEL_END_DT,TRAVEL_EXPENSE_CATEGORY,ACCOUNT,PROJECT_ID, AMOUNT 
NC2408079297,07/14/24,07/16/24,Mileage,53141,575011,  92.46 
NC2408079302,07/12/24,07/22/24,Other Ground Transportation,53141,573657,  95.00 
NC2408079303,05/24/24,07/31/24,Mileage,53141,568217,  101.84 
NC2408079305,05/26/24,07/31/24,Mileage,53141,568217,  561.46 
NC2408079307,05/26/24,07/31/24,Mileage,53141,568217,  207.70 
NC2408079313,03/03/24,03/10/24,Other Ground Transportation,53141,201573,  15.00 
NC2408079321,06/23/24,08/06/24,Other Ground Transportation,53141,572712,  292.80 
NC2408089350,07/28/24,08/02/24,Mileage,53141,376318-00001,  241.20 
NC2408089351,05/14/24,05/17/24,Other Ground Transportation,53141,531850,  336.62 
NC2408089351,05/14/24,05/17/24,Mileage,53141,531850,  24.12 
NC2408089356,07/28/24,08/02/24,Mileage,53141,376318-00001,  203.68 
NC2408089357,07/29/24,08/02/24,Mileage,53141,376318-00001,  125.96 
NC2408089362,07/14/24,07/16/24,Mileage,53141,575011,  143.38 
NC2408089373,07/12/24,07/20/24,Other Ground Transportation,53141,535865,  109.19 
NC2408099426,05/25/24,07/31/24,Other Ground Transportation,53141,501052,  37.65 
NC2408099450,07/08/24,07/21/24,Other Ground Transportation,53141,568569,  156.00 
NC2408099464,07/14/24,07/16/24,Mileage,53141,575011,  22.78 
NC2408099470,07/28/24,07/30/24,Mileage,53141,303582-00003,  502.50 
NC2408099477,06/07/24,06/12/24,Other Ground Transportation,53141,204400-04329,  142.51 
NC2408129600,07/27/24,07/31/24,Other Ground Transportation,53141,201367,  28.63 
NC2408139692,08/08/24,08/11/24,Other Ground Transportation,53141,355020-05413,  25.95 
NC2408139695,08/06/24,08/09/24,Mileage,53141,566053,  207.70 
NC2408139696,08/08/24,08/11/24,Other Ground Transportation,53141,355020-05413,  78.37 
NC2408139701,05/22/24,07/31/24,Other Ground Transportation,53141,568468,  158.30 
NC2408139708,07/07/24,08/07/24,Other Ground Transportation,53141,991465,  92.09 
NC2408139752,08/05/24,08/08/24,Other Ground Transportation,53141,534095,  73.50 
NC2408139754,07/11/24,08/01/24,Other Ground Transportation,53141,375964,  25.36 
NC2408139757,08/06/24,08/06/24,Mileage,53141,201473-02142,  33.50 
NC2408139757,08/06/24,08/06/24,Other Ground Transportation,53141,201473-02142,  6.00 
NC2408139779,08/08/24,08/11/24,Other Ground Transportation,53141,355020-05413,  19.74 
NC2408139780,05/18/24,07/27/24,Mileage,53141,563014,  329.64 
NC2408139780,05/18/24,07/27/24,Other Ground Transportation,53141,563014,  44.07 
NC2408139787,07/26/24,08/01/24,Other Ground Transportation,53141,567241-02987,  106.88 
NC2408149827,08/08/24,08/11/24,Other Ground Transportation,53141,355020-05413,  104.50 
NC2408149828,08/08/24,08/11/24,Mileage,53141,355020-05413,  20.10 
NC2408149833,07/14/24,07/17/24,Other Ground Transportation,53141,453050-10884,  108.43 
NC2408149845,05/26/24,07/27/24,Other Ground Transportation,53141,660240-10291,  45.30 
NC2408149852,07/26/24,08/07/24,Other Ground Transportation,53141,534974,  6.96 
NC2408149882,08/06/24,08/08/24,Mileage,53141,496050-10040,  281.40 
NC2408149882,08/06/24,08/08/24,Other Ground Transportation,53141,496050-10040,  22.70 
NC2408149886,08/09/24,,Mileage,53141,257522-20230,  166.16 
NC2408149887,07/26/24,07/30/24,Other Ground Transportation,53141,201359-05142,  65.88 
NC2408149902,05/25/24,07/27/24,Mileage,53141,567631,"  1,002.32 "
NC2408149911,08/01/24,08/04/24,Other Ground Transportation,53141,201493,  58.84 
